record_id,entry_type,authors,year,title,journal,abstract,doi,pmid,keywords,decision_r1,decision_r2,final_decision,exclusion_reason,notes
SarrafYazdyM202439404868,article,"Sarraf Yazdy, M and Kasamon, YL and Gu, W and Rodriguez, LR and Jin, S and Bhatnagar, V and Richardson, NC and Theoret, MR and Pazdur, R and Gormley, NJ",2024,FDA Approval Summary: Polatuzumab Vedotin in the First-Line Treatment of Select Large B-Cell Lymphomas.,Clinical cancer research : an official journal of the American Association for Cancer Research,,10.1158/1078-0432.CCR-24-1729,39404868,,,,,,
HegazyA202439068568,article,"Hegazy, A and Ali, MS and Mubarak, NA and Alagizy, HAM and Sohaib, A",2024,Metformin in Combination with Standard Therapy in Patients with Diffuse Large B-Cell Lymphoma: A Randomized Phase II Clinical Trial.,Asian Pacific journal of cancer prevention : APJCP,,10.31557/APJCP.2024.25.7.2351,39068568,,,,,,
GhioneP202438813707,article,"Ghione, P and Salles, G",2024,Spotlight on polatuzumab vedotin: new standards for diffuse large B-cell lymphoma?,Haematologica,,10.3324/haematol.2022.282362,38813707,,,,,,
RizkyD202438679992,article,"Rizky, D and Tandarto, K and Pangarsa, EA and Naibaho, RM and Kurniawan, SP and Santosa, D and Setiawan, B and Suharti, C",2024,The Impact of Tumor Hypoxia Modulation on sIL-2R Levels in Newly Diagnosed Diffuse Large B Cell Lymphoma (DLBCL) Patients Undergoing Chemotherapy: A Randomized Clinical Trial.,Asian Pacific journal of cancer prevention : APJCP,,10.31557/APJCP.2024.25.4.1315,38679992,,,,,,
DengR202438622879,article,"Deng, R and Gibiansky, L and Lu, T and Flowers, CR and Sehn, LH and Liu, Q and Agarwal, P and Liao, MZ and Dere, R and Lee, C and Man, G and Hirata, J and Li, C and Miles, D",2024,Population pharmacokinetics and exposure-response analyses of polatuzumab vedotin in patients with previously untreated DLBCL from the POLARIX study.,CPT: pharmacometrics & systems pharmacology,,10.1002/psp4.13141,38622879,,,,,,
NemecR202438380861,article,"Nemec, R and Scherrer-Crosbie, M and Abramson, JS and Redd, R and Gilman, HK and Ho, T and Wu, J and Heemelaar, J and Neuberg, D and Hochberg, EP and Barnes, JA and Armand, P and Jacobsen, ED and Jacobson, CA and Kim, AI and Friedman, RS and LaCasce, AS and Neilan, TG and Soumerai, JD",2024,Effect of atorvastatin versus placebo on efficacy in patients with diffuse large B-cell lymphoma receiving R-CHOP.,Leukemia & lymphoma,,10.1080/10428194.2024.2317343,38380861,,,,,,
QinY202438267866,article,"Qin, Y and Song, Y and Wang, D and Bai, O and Feng, J and Sun, X and Qiu, L and Yang, J and Yang, Y and Wang, Z and Hu, J and Wang, H and Su, H and Jin, Z and Qian, W and Jin, C and Zhang, M and Yu, D and Liu, L and Chen, G and Li, Y and Sun, T and Jin, J and Bao, H and Du, X and Zhou, H and Fu, G and Shi, Y",2024,"Long-term outcomes with HLX01 (HanliKang<sup>®</sup>), a rituximab biosimilar, in previously untreated patients with diffuse large B-cell lymphoma: 5-year follow-up results of the phase 3 HLX01-NHL03 study.",BMC cancer,,10.1186/s12885-024-11876-9,38267866,,,,,,
GarcaSanchoAM202338202077,article,"García-Sancho, AM and Cabero, A and Gutiérrez, NC",2023,Treatment of Relapsed or Refractory Diffuse Large B-Cell Lymphoma: New Approved Options.,Journal of clinical medicine,,10.3390/jcm13010070,38202077,,,,,,
GhesquiresH202437874913,article,"Ghesquières, H and Cherblanc, F and Belot, A and Micon, S and Bouabdallah, KK and Esnault, C and Fornecker, LM and Thokagevistk, K and Bonjour, M and Bijou, F and Haioun, C and Morineau, N and Ysebaert, L and Damaj, G and Tessoulin, B and Guidez, S and Morschhauser, F and Thiéblemont, C and Chauchet, A and Gressin, R and Jardin, F and Fruchart, C and Labouré, G and Fouillet, L and Lionne-Huyghe, P and Bonnet, A and Lebras, L and Amorim, S and Leyronnas, C and Olivier, G and Guieze, R and Houot, R and Launay, V and Drénou, B and Fitoussi, O and Detourmignies, L and Abraham, J and Soussain, C and Lachenal, F and Pica, GM and Fogarty, P and Cony-Makhoul, P and Bernier, A and Le Guyader-Peyrou, S and Monnereau, A and Boissard, F and Rossi, C and Camus, V",2024,"Challenges for quality and utilization of real-world data for diffuse large B-cell lymphoma in REALYSA, a LYSA cohort.",Blood advances,,10.1182/bloodadvances.2023010798,37874913,,,,,,
ZhangMC202337774697,article,"Zhang, MC and Tian, S and Fu, D and Wang, L and Cheng, S and Yi, HM and Jiang, XF and Song, Q and Zhao, Y and He, Y and Li, JF and Mu, RJ and Fang, H and Yu, H and Xiong, H and Li, B and Chen, SJ and Xu, PP and Zhao, WL",2023,Genetic subtype-guided immunochemotherapy in diffuse large B cell lymphoma: The randomized GUIDANCE-01 trial.,Cancer cell,,10.1016/j.ccell.2023.09.004,37774697,,,,,,
HoRS202337702406,article,"Ho, RS and Launonen, A",2023,Comparison of statistical methods for extrapolating survival in previously untreated diffuse large B-cell lymphoma: results based on the POLARIX study.,Journal of medical economics,,10.1080/13696998.2023.2259107,37702406,,,,,,
BarracloughA202437435781,article,"Barraclough, A and Hawkes, E and Sehn, LH and Smith, SM",2024,Diffuse large B-cell lymphoma.,Hematological oncology,,10.1002/hon.3202,37435781,,,,,,
ShiQ202337403255,article,"Shi, Q and He, Y and Yi, HM and Mu, RJ and Jiang, XF and Fu, D and Dong, L and Qin, W and Xu, PP and Cheng, S and Song, Q and Chen, SJ and Wang, L and Zhao, WL",2023,"Positron emission tomography-adapted therapy in low-risk diffuse large B-cell lymphoma: results of a randomized, phase III, non-inferiority trial.","Cancer communications (London, England)",,10.1002/cac2.12462,37403255,,,,,,
BeladaD202337369099,article,"Belada, D and Kopeckova, K and Bergua Burgues, JM and Stevens, D and André, M and Persona, EP and Pichler, P and Staber, PB and Trneny, M and Duell, J and Waldron-Lynch, M and Wagner, S and Mukhopadhyay, A and Dirnberger-Hertweck, M and Burke, JM and Nowakowski, GS",2023,Safety and efficacy of tafasitamab with or without lenalidomide added to first-line R-CHOP for DLBCL: the phase 1b First-MIND study.,Blood,,10.1182/blood.2023020637,37369099,,,,,,
LantzJ202337258362,article,"Lantz, J and Portell, CA and Ayers, EC",2023,Central nervous system prophylaxis in diffuse large B-cell lymphoma: What does the evidence tell us?,Blood reviews,,10.1016/j.blre.2023.101101,37258362,,,,,,
deJongeAV202337217463,article,"de Jonge, AV and van Werkhoven, E and Dinmohamed, AG and Nijland, M and Zwinderman, AH and Bossuyt, PM and Veldhuis, MS and Rutten, EGGM and Mous, R and Vermaat, JSP and Sandberg, Y and de Jongh, E and Bilgin, YM and Boersma, R and Koene, H and Kersten, MJ and de Jong, D and Chamuleau, MED",2023,A non-randomized risk-adjusted comparison of lenalidomide + R-CHOP versus R-CHOP for MYC-rearranged DLBCL patients.,Blood cancer journal,,10.1038/s41408-023-00854-2,37217463,,,,,,
DingJ202337205922,article,"Ding, J and Leng, Z and Gu, H and Jing, X",2023,A novel prednisone premedication protocol significantly decreases infusion‑related reactions of rituximab in newly diagnosed diffuse large B‑cell lymphoma.,Oncology letters,,10.3892/ol.2023.13844,37205922,,,,,,
RovsingAB202337190875,article,"Rovsing, AB and Thomsen, EA and Nielsen, I and Skov, TW and Luo, Y and Dybkaer, K and Mikkelsen, JG",2023,Resistance to vincristine in DLBCL by disruption of p53-induced cell cycle arrest and apoptosis mediated by KIF18B and USP28.,British journal of haematology,,10.1111/bjh.18872,37190875,,,,,,
PatelA202337093266,article,"Patel, A and Bhatt, N and Prakash, SS and Biswas, G and Nagarkar, R and Roy, B and Samal, P and Agrawal, N and Meshram, S and Kaushal, A and Satheesh, CT and Wategaonkar, R and Thiagarajan, KV and Jain, K and Vijayaveeran, P and Mukherjee, K and Singh, K and Patil, T and Jain, A and Dolai, TK and Jain, M and Hingmire, S and Gupta, TC and Lakshmaiah, KC and Rajamanickam, D and Nemade, B and Goyal, V and Mahato, P and Mendiratta, SK and Doshi, M",2023,Rituximab biosimilar for the treatment of diffuse large B-cell lymphoma: a phase 3 randomized study in India.,Cancer chemotherapy and pharmacology,,10.1007/s00280-023-04530-x,37093266,,,,,,
WolskaWasherA202337035197,article,"Wolska-Washer, A and Robak, T",2023,Zanubrutinib for the treatment of lymphoid malignancies: Current status and future directions.,Frontiers in oncology,,10.3389/fonc.2023.1130595,37035197,,,,,,
DesmotsF202337014666,article,"Desmots, F and Rossille, D and Roussel, M and Pangault, C and Louarn, L and De Saint Jore, M and Le Gouill, S and Bouabdallah, K and Delwail, V and Gressin, R and Cornillon, J and Damaj, G and Maisonneuve, H and Damotte, D and Kraeber-Bodere, F and Lamy, T and Parrens, MC and Milpied, N and Fest, T",2023,The Negative Influence of Baseline Cell-free DNA on Long-term Survival in DLBCL Depends on Frontline Treatment Intensity.,Clinical cancer research : an official journal of the American Association for Cancer Research,,10.1158/1078-0432.CCR-22-2964,37014666,,,,,,
DaviesAJ202336972491,article,"Davies, AJ and Barrans, S and Stanton, L and Caddy, J and Wilding, S and Saunders, G and Mamot, C and Novak, U and McMillan, A and Fields, P and Collins, GP and Stephens, R and Cucco, F and Sha, C and van Hoppe, M and Tooze, R and Davies, JR and Griffiths, G and Schuh, A and Burton, C and Westhead, DR and Du, MQ and Johnson, PWM",2023,Differential Efficacy From the Addition of Bortezomib to R-CHOP in Diffuse Large B-Cell Lymphoma According to the Molecular Subgroup in the REMoDL-B Study With a 5-Year Follow-Up.,Journal of clinical oncology : official journal of the American Society of Clinical Oncology,,10.1200/JCO.23.00033,36972491,,,,,,
DavisJA202336741209,article,"Davis, JA and Shockley, A and Herbst, A and Hendrickson, L",2023,Polatuzumab Vedotin for the Front-Line Treatment of Diffuse Large B-Cell Lymphoma: A New Standard of Care?,Journal of the advanced practitioner in oncology,,10.6004/jadpro.2023.14.1.6,36741209,,,,,,
JohnsonPWM202336696540,article,"Johnson, PWM and Balasubramanian, S and Hodkinson, B and Shreeve, SM and Sun, S and Srinivasan, S and Steele, AJ and Vermeulen, J and Sehn, LH and Wilson, WH",2023,Clinical impact of ibrutinib plus R-CHOP in untreated DLBCL coexpressing BCL2 and MYC in the phase 3 PHOENIX trial.,Blood advances,,10.1182/bloodadvances.2022009389,36696540,,,,,,
SongY202336626583,article,"Song, Y and Tilly, H and Rai, S and Zhang, H and Jin, J and Goto, H and Terui, Y and Shin, HJ and Kim, WS and Cao, J and Feng, J and Eom, HS and Kim, TM and Tsai, XC and Gau, JP and Koh, H and Zhang, L and Song, Y and Yang, Y and Li, W and Huang, H and Ando, K and Sharman, JP and Sehn, LH and Bu, L and Wang, X and Jiang, Y and Hirata, J and Lee, C and Zhu, J and Izutsu, K",2023,Polatuzumab vedotin in previously untreated DLBCL: an Asia subpopulation analysis from the phase 3 POLARIX trial.,Blood,,10.1182/blood.2022017734,36626583,,,,,,
AlbanyanO202236505886,article,"Albanyan, O and Chavez, J and Munoz, J",2022,The role of CAR-T cell therapy as second line in diffuse large B-cell lymphoma.,Therapeutic advances in hematology,,10.1177/20406207221141511,36505886,,,,,,
ZhuJ202236467814,article,"Zhu, J and Hong, X and Song, YQ and Hodkinson, B and Balasubramanian, S and Wang, S and Zhang, Q and Shi, Y and Huang, H and Zhang, H and Zhu, Y and Shreeve, SM and Sun, S and Wang, Z and Wang, X and Fan, Y and Wilson, W and Vermeulen, J",2022,"Ibrutinib and rituximab plus cyclophosphamide, doxorubicin, vincristine and prednisone in patients with previously untreated non-germinal centre B-cell-like diffuse large B-cell lymphoma: A Chinese subgroup analysis of the phase III PHOENIX trial.",EJHaem,,10.1002/jha2.517,36467814,,,,,,
DubuJ202236427234,article,"Dubu, J and Boyas, S and Roland, V and Landry, S and Septans, AL and Balavoine, M and Bourgeois, H and Pointreau, Y and Denis, F and Letellier, C and Le Dû, K",2022,Physical Activity Program for the Survival of Elderly Patients With Lymphoma: Study Protocol for Randomized Phase 3 Trial.,JMIR research protocols,,10.2196/40969,36427234,,,,,,
JacobsenE202236255040,article,"Jacobsen, E",2022,Follicular lymphoma: 2023 update on diagnosis and management.,American journal of hematology,,10.1002/ajh.26737,36255040,,,,,,
NaganeM202236198540,article,"Nagane, M",2022,[Molecular pathogenesis and therapeutic development of primary central nervous system lymphoma: update and future perspectives].,[Rinsho ketsueki] The Japanese journal of clinical hematology,,10.11406/rinketsu.63.1145,36198540,,,,,,
XuPP202236102758,article,"Xu, PP and Shi, ZY and Qian, Y and Cheng, S and Zhu, Y and Jiang, L and Li, JF and Fang, H and Huang, HY and Yi, HM and Ouyang, BS and Wang, L and Zhao, WL",2022,"Ibrutinib, rituximab, and lenalidomide in unfit or frail patients aged 75 years or older with de novo diffuse large B-cell lymphoma: a phase 2, single-arm study.",The lancet. Healthy longevity,,10.1016/S2666-7568(22)00123-4,36102758,,,,,,
HillBT202236102156,article,"Hill, BT and Kahl, B",2022,Upfront therapy for diffuse large B-cell lymphoma: looking beyond R-CHOP.,Expert review of hematology,,10.1080/17474086.2022.2124156,36102156,,,,,,
SinghC202336091934,article,"Singh, C and Malhotra, P and Jandial, A and Jain, A and Lad, D and Khadwal, A and Bal, A and Das, A and Mittal, BR and Prakash, G",2023,Improving outcomes for high-risk DLBCL: a pilot study looking at the role of fractionated cyclophosphamide with RCHOP chemo-immunotherapy (SCUBA-1 trial).,Indian journal of hematology & blood transfusion : an official journal of Indian Society of Hematology and Blood Transfusion,,10.1007/s12288-022-01562-w,36091934,,,,,,
WendlerJ202236088292,article,"Wendler, J and Fox, CP and Valk, E and Steinheber, C and Fricker, H and Isbell, LK and Neumaier, S and Okosun, J and Scherer, F and Ihorst, G and Cwynarski, K and Schorb, E and Illerhaus, G",2022,Optimizing MATRix as remission induction in PCNSL: de-escalated induction treatment in newly diagnosed primary CNS lymphoma.,BMC cancer,,10.1186/s12885-022-09723-w,36088292,,,,,,
ShiY202235858181,article,"Shi, Y and Zhang, Q and Hong, X and Wang, Z and Gao, Y and Zou, L and Cen, H and Gui, L and Li, Y and Feng, J and Wang, Z and Zhang, M and Jin, C and Zhang, W and Hu, J and Zheng, C and Zheng, Z and Zhang, L and Chen, S and Huang, Y and Tang, Y and Gao, Y and Hao, M and Li, X and Chang, C and Yang, H and Wu, H and Shen, L and Ke, X and Zhang, L and Xi, Y and Yang, L and Xie, L and Gai, W and Ji, Y",2022,"Comparison of efficacy and safety of ripertamab (SCT400) versus rituximab (Mabthera<sup>®</sup> ) in combination with CHOP in patients with previously untreated CD20-positive diffuse large B-cell lymphoma: A randomized, single-blind, phase III clinical trial.",Hematological oncology,,10.1002/hon.3054,35858181,,,,,,
DaviesA202235856239,article,"Davies, A and Kater, AP and Sharman, JP and Stilgenbauer, S and Vitolo, U and Klein, C and Parreira, J and Salles, G",2022,Obinutuzumab in the treatment of B-cell malignancies: a comprehensive review.,"Future oncology (London, England)",,10.2217/fon-2022-0112,35856239,,,,,,
PicardiM202235819919,article,"Picardi, M and Giordano, C and Pugliese, N and Esposito, M and Fatigati, M and Muriano, F and Rascato, MG and Della Pepa, R and D'Ambrosio, A and Vigliar, E and Troncone, G and Russo, D and Mascolo, M and Esposito, G and Prastaro, M and Esposito, R and Tocchetti, CG and Fonti, R and Mainolfi, C and Del Vecchio, S and Pane, F",2022,Liposomal doxorubicin supercharge-containing front-line treatment in patients with advanced-stage diffuse large B-cell lymphoma or classical Hodgkin lymphoma: Preliminary results of a single-centre phase II study.,British journal of haematology,,10.1111/bjh.18348,35819919,,,,,,
PeralesMA202235768052,article,"Perales, MA and Anderson, LD and Jain, T and Kenderian, SS and Oluwole, OO and Shah, GL and Svoboda, J and Hamadani, M",2022,Role of CD19 Chimeric Antigen Receptor T Cells in Second-Line Large B Cell Lymphoma: Lessons from Phase 3 Trials. An Expert Panel Opinion from the American Society for Transplantation and Cellular Therapy.,Transplantation and cellular therapy,,10.1016/j.jtct.2022.06.019,35768052,,,,,,
CamusV202235737565,article,"Camus, V and Belot, A and Oberic, L and Sibon, D and Ghesquières, H and Thieblemont, C and Fruchart, C and Casasnovas, O and Michot, JM and Molina, TJ and Bosly, A and Joubert, C and Haioun, C and Nicolas-Virelizier, E and Feugier, P and Fitoussi, O and Delarue, R and Tilly, H",2022,Outcomes of older patients with diffuse large B-cell lymphoma treated with R-CHOP: 10-year follow-up of the LNH03-6B trial.,Blood advances,,10.1182/bloodadvances.2022007609,35737565,,,,,,
ChenH202235624433,article,"Chen, H and Zhong, Q and Zhou, Y and Qin, Y and Yang, J and Liu, P and He, X and Zhou, S and Zhang, C and Gui, L and Yang, S and Zhou, L and Shi, Y",2022,"Enhancement of the International prognostic index with β2-microglobulin, platelet count and red blood cell distribution width: a new prognostic model for diffuse large B-cell lymphoma in the rituximab era.",BMC cancer,,10.1186/s12885-022-09693-z,35624433,,,,,,
StegemannM202235326604,article,"Stegemann, M and Denker, S and Schmitt, CA",2022,DLBCL 1L-What to Expect beyond R-CHOP?,Cancers,,10.3390/cancers14061453,35326604,,,,,,
HarkinsRA202235100356,article,"Harkins, RA and Patel, SP and Lee, MJ and Switchenko, JM and Ansell, SM and Bartlett, NL and Blum, KA and Cashen, AF and Casulo, C and Friedberg, JW and Johnston, PB and Kahl, BS and Leonard, JP and Link, BK and Lossos, IS and Martin, P and Maurer, MJ and Mehta-Shah, N and Reagan, PM and Westin, JR and Koff, JL and Flowers, CR",2022,Improving eligibility criteria for first-line trials for patients with DLBCL using a US-based Delphi-method survey.,Blood advances,,10.1182/bloodadvances.2021006504,35100356,,,,,,
SpinnerMA202235089671,article,"Spinner, MA and Advani, RH",2022,Current Frontline Treatment of Diffuse Large B-Cell Lymphoma.,"Oncology (Williston Park, N.Y.)",,10.46883/2022.25920940,35089671,,,,,,
HarrisW202235044836,article,"Harris, W and Bataillard, EJ and Choi, Y and El-Galaly, TC and Cuchelkar, V and Henneges, C and Kwan, A and Schneider, DJ and Paulson, JN and Nielsen, TG",2022,TRAIL Score: A Simple Model to Predict Immunochemotherapy Tolerability in Patients With Diffuse Large B-Cell Lymphoma.,JCO clinical cancer informatics,,10.1200/CCI.21.00121,35044836,,,,,,
TillyH202234904799,article,"Tilly, H and Morschhauser, F and Sehn, LH and Friedberg, JW and Trněný, M and Sharman, JP and Herbaux, C and Burke, JM and Matasar, M and Rai, S and Izutsu, K and Mehta-Shah, N and Oberic, L and Chauchet, A and Jurczak, W and Song, Y and Greil, R and Mykhalska, L and Bergua-Burgués, JM and Cheung, MC and Pinto, A and Shin, HJ and Hapgood, G and Munhoz, E and Abrisqueta, P and Gau, JP and Hirata, J and Jiang, Y and Yan, M and Lee, C and Flowers, CR and Salles, G",2022,Polatuzumab Vedotin in Previously Untreated Diffuse Large B-Cell Lymphoma.,The New England journal of medicine,,10.1056/NEJMoa2115304,34904799,,,,,,
